"Mass.Feature","FinalBMIS","Orig_RSD","FinalRSD","runDate","type","SampID","replicate","Area.with.QC","MIS","Adjusted.Area","Run.Cmpd"
"N-methyltaurine","Isethionic Acid, 13C2",0.65757988104056,0.281187616822227,"180821","Smp","MS8C115m","C",1852803,"Isethionic Acid, 13C2",1036160.44349582,"180821_Smp_MS8C115m_C N-methyltaurine"
"N-methyltaurine","Isethionic Acid, 13C2",0.65757988104056,0.281187616822227,"180821","Smp","MS8C1175m","A",2152565,"Isethionic Acid, 13C2",1211865.01929442,"180821_Smp_MS8C1175m_A N-methyltaurine"
"N-methyltaurine","Isethionic Acid, 13C2",0.65757988104056,0.281187616822227,"180821","Smp","MS8C1175m","B",2273142,"Isethionic Acid, 13C2",1397586.44067122,"180821_Smp_MS8C1175m_B N-methyltaurine"
"N-methyltaurine","Isethionic Acid, 13C2",0.65757988104056,0.281187616822227,"180821","Smp","MS8C1175m","C",2094610,"Isethionic Acid, 13C2",1111864.20378319,"180821_Smp_MS8C1175m_C N-methyltaurine"
"N-methyltaurine","Isethionic Acid, 13C2",0.65757988104056,0.281187616822227,"180821","Smp","MS8C1DCM","A",3408314,"Isethionic Acid, 13C2",2075875.76166316,"180821_Smp_MS8C1DCM_A N-methyltaurine"
"N-methyltaurine","Isethionic Acid, 13C2",0.65757988104056,0.281187616822227,"180821","Smp","MS8C1DCM","B",2394492,"Isethionic Acid, 13C2",1413006.19636797,"180821_Smp_MS8C1DCM_B N-methyltaurine"
"N-methyltaurine","Isethionic Acid, 13C2",0.65757988104056,0.281187616822227,"180821","Smp","MS8C1DCM","C",1521938,"Isethionic Acid, 13C2",3737566.05044417,"180821_Smp_MS8C1DCM_C N-methyltaurine"
"N-methyltaurine","Isethionic Acid, 13C2",0.65757988104056,0.281187616822227,"180821","Smp","MS9C215m","A",889923,"Isethionic Acid, 13C2",1189462.46294376,"180821_Smp_MS9C215m_A N-methyltaurine"
"N-methyltaurine","Isethionic Acid, 13C2",0.65757988104056,0.281187616822227,"180821","Smp","MS9C215m","B",1840482,"Isethionic Acid, 13C2",972641.066062558,"180821_Smp_MS9C215m_B N-methyltaurine"
"N-methyltaurine","Isethionic Acid, 13C2",0.65757988104056,0.281187616822227,"180821","Smp","MS9C215m","C",386058,"Isethionic Acid, 13C2",733128.522894128,"180821_Smp_MS9C215m_C N-methyltaurine"
"N-methyltaurine","Isethionic Acid, 13C2",0.65757988104056,0.281187616822227,"180821","Smp","MS9C2175m","A",1940045,"Isethionic Acid, 13C2",1027612.84192183,"180821_Smp_MS9C2175m_A N-methyltaurine"
"N-methyltaurine","Isethionic Acid, 13C2",0.65757988104056,0.281187616822227,"180821","Smp","MS9C2175m","B",614418,"Isethionic Acid, 13C2",940778.522853029,"180821_Smp_MS9C2175m_B N-methyltaurine"
"N-methyltaurine","Isethionic Acid, 13C2",0.65757988104056,0.281187616822227,"180821","Smp","MS9C2175m","C",470486,"Isethionic Acid, 13C2",1168477.98800691,"180821_Smp_MS9C2175m_C N-methyltaurine"
"N-methyltaurine","Isethionic Acid, 13C2",0.65757988104056,0.281187616822227,"180821","Smp","MS9C2DCM","A",2296998,"Isethionic Acid, 13C2",1348498.21761851,"180821_Smp_MS9C2DCM_A N-methyltaurine"
"N-methyltaurine","Isethionic Acid, 13C2",0.65757988104056,0.281187616822227,"180821","Smp","MS9C2DCM","B",1150972,"Isethionic Acid, 13C2",1964530.88737354,"180821_Smp_MS9C2DCM_B N-methyltaurine"
"N-methyltaurine","Isethionic Acid, 13C2",0.65757988104056,0.281187616822227,"180821","Smp","MS9C2DCM","C",4883664,"Isethionic Acid, 13C2",2714418.46400597,"180821_Smp_MS9C2DCM_C N-methyltaurine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Poo","Day1and2Poo","Full1",57646500,"L-Isoleucine, 15N",67214994.5581002,"180821_Poo_Day1and2Poo_Full1 N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Poo","Day1and2Poo","Full2",38671464,"L-Isoleucine, 15N",59993737.6534481,"180821_Poo_Day1and2Poo_Full2 N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Poo","Day1and2Poo","Full3",50799932,"L-Isoleucine, 15N",65696765.6095974,"180821_Poo_Day1and2Poo_Full3 N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Poo","Day1and2Poo","Full4",42925480,"L-Isoleucine, 15N",55618660.2195375,"180821_Poo_Day1and2Poo_Full4 N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Poo","Day1and2Poo","Full5",70160488,"L-Isoleucine, 15N",55459343.6861037,"180821_Poo_Day1and2Poo_Full5 N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Poo","Day1and2Poo","Full6",79625968,"L-Isoleucine, 15N",60439969.379118,"180821_Poo_Day1and2Poo_Full6 N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Poo","Day1and2Poo","Half1",27818298,"L-Isoleucine, 15N",64152664.3581871,"180821_Poo_Day1and2Poo_Half1 N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Poo","Day1and2Poo","Half2",21539548,"L-Isoleucine, 15N",64392260.820742,"180821_Poo_Day1and2Poo_Half2 N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Poo","Day1and2Poo","Half3",27456872,"L-Isoleucine, 15N",66054542.044504,"180821_Poo_Day1and2Poo_Half3 N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Poo","Day1and2Poo","Half4",23481194,"L-Isoleucine, 15N",56094946.8440685,"180821_Poo_Day1and2Poo_Half4 N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Poo","Day1and2Poo","Half5",37572196,"L-Isoleucine, 15N",60543026.9865626,"180821_Poo_Day1and2Poo_Half5 N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Poo","Day1and2Poo","Half6",40032292,"L-Isoleucine, 15N",60299835.1769583,"180821_Poo_Day1and2Poo_Half6 N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Poo","Day1Poo","DDApos20",34148088,"L-Isoleucine, 15N",60162247.3124108,"180821_Poo_Day1Poo_DDApos20 N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Poo","Day1Poo","DDApos35.2",47779128,"L-Isoleucine, 15N",59845384.8134855,"180821_Poo_Day1Poo_DDApos35.2 N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Poo","Day1Poo","DDApos50",35778116,"L-Isoleucine, 15N",54594426.18061,"180821_Poo_Day1Poo_DDApos50 N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Poo","MesoScopeQC","1",224159936,"L-Isoleucine, 15N",356223257.879257,"180821_Poo_MesoScopeQC_1 N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Poo","MesoScopeQC","2",200315744,"L-Isoleucine, 15N",336222001.447688,"180821_Poo_MesoScopeQC_2 N(e)-Acetyl-Lysine"
