"Mass.Feature","FinalBMIS","Orig_RSD","FinalRSD","runDate","type","SampID","replicate","Area.with.QC","MIS","Adjusted.Area","Run.Cmpd"
"(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Poo","Day1and2Poo","Half5",33387810,"Inj_vol",65063424.6153846,"180821_Poo_Day1and2Poo_Half5 (3-Carboxypropyl)trimethylammonium (TMAB)"
"(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Poo","Day1and2Poo","Half6",34290664,"Inj_vol",66822832.4102564,"180821_Poo_Day1and2Poo_Half6 (3-Carboxypropyl)trimethylammonium (TMAB)"
"(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Poo","MesoScopeQC","1",64528140,"Inj_vol",62873572.3076923,"180821_Poo_MesoScopeQC_1 (3-Carboxypropyl)trimethylammonium (TMAB)"
"(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Poo","MesoScopeQC","2",58741244,"Inj_vol",57235058.2564103,"180821_Poo_MesoScopeQC_2 (3-Carboxypropyl)trimethylammonium (TMAB)"
"(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Poo","MesoScopeQC","3",71245528,"Inj_vol",69418719.5897436,"180821_Poo_MesoScopeQC_3 (3-Carboxypropyl)trimethylammonium (TMAB)"
"(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Poo","MesoScopeQC","4",77414600,"Inj_vol",75429610.2564103,"180821_Poo_MesoScopeQC_4 (3-Carboxypropyl)trimethylammonium (TMAB)"
"(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Poo","MesoScopeQC","5",79614896,"Inj_vol",77573488.4102564,"180821_Poo_MesoScopeQC_5 (3-Carboxypropyl)trimethylammonium (TMAB)"
"(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Poo","MesoScopeQC","6",85573488,"Inj_vol",83379296,"180821_Poo_MesoScopeQC_6 (3-Carboxypropyl)trimethylammonium (TMAB)"
"(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Smp","MS10C215m","A",61451944,"Inj_vol",59876253.1282051,"180821_Smp_MS10C215m_A (3-Carboxypropyl)trimethylammonium (TMAB)"
"(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Smp","MS10C215m","B",133463936,"Inj_vol",130041783.794872,"180821_Smp_MS10C215m_B (3-Carboxypropyl)trimethylammonium (TMAB)"
"(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Smp","MS10C215m","C",114602896,"Inj_vol",111664360.205128,"180821_Smp_MS10C215m_C (3-Carboxypropyl)trimethylammonium (TMAB)"
"(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Smp","MS10C2175m","A",23049640,"Inj_vol",22458623.5897436,"180821_Smp_MS10C2175m_A (3-Carboxypropyl)trimethylammonium (TMAB)"
"(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Smp","MS10C2175m","B",25366008,"Inj_vol",24715597.5384615,"180821_Smp_MS10C2175m_B (3-Carboxypropyl)trimethylammonium (TMAB)"
"(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Smp","MS10C2175m","C",27066974,"Inj_vol",26372949.025641,"180821_Smp_MS10C2175m_C (3-Carboxypropyl)trimethylammonium (TMAB)"
"(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Smp","MS10C2DCM","A",61109464,"Inj_vol",59542554.6666667,"180821_Smp_MS10C2DCM_A (3-Carboxypropyl)trimethylammonium (TMAB)"
"(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Smp","MS10C2DCM","B",87220024,"Inj_vol",84983613.1282051,"180821_Smp_MS10C2DCM_B (3-Carboxypropyl)trimethylammonium (TMAB)"
"(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Smp","MS10C2DCM","C",75355528,"Inj_vol",73423334.974359,"180821_Smp_MS10C2DCM_C (3-Carboxypropyl)trimethylammonium (TMAB)"
