"Metabolite.Name","nmol.Enviro.med","nmol.Enviro.min","nmol.Enviro.max","nmol.C.med","nmol.C.min","nmol.C.max","mol.C.Fraction.med","mol.C.Fraction.min","mol.C.Fraction.max"
"N-methyltaurine",0.00761783175915365,0.00239181225379215,1.79496778062757,0.022853495277461,0.00717543676137645,5.38490334188271,0.0000263795968536364,0.00000502072659253092,0.00447165310970621
"N-acetyltaurine",0.0000484636322705263,0.0000212448746891879,0.00246188651136998,0.000193854529082105,0.0000849794987567517,0.00984754604547992,0.000000207053957976556,0.0000000602222977602853,0.00000762495844646031
"Methylmalonyl carnitine",0.00000380823630155564,0.00000225787770188476,0.000595197389465966,0.000041890599317112,0.0000248366547207323,0.00654717128412562,0.0000000622403680938932,0.0000000168958089976022,0.00000641809884413269
"Methionine Sulfoxide",0.00917171786903475,0.00140970031618013,0.0334994387830083,0.0458585893451738,0.00704850158090063,0.167497193915041,0.0000532477332582822,0.00000494528056524001,0.000190350122227888
"Methionine",0.00541724005038146,0.000171792842772221,0.0311350299569173,0.0270862002519073,0.000858964213861106,0.155675149784587,0.0000245203770480205,0.00000131657726964291,0.000129794294897682
"MESNA (Sodium 2-mercaptoethanesulfonate)",0.0480522283853238,0.000608870222742577,0.204807508983189,0.0961044567706476,0.00121774044548515,0.409615017966377,0.0000832143319045591,0.00000148600656024325,0.000882852776745009
"Melamine",0.000741443989586705,0.0000246722305319201,0.00441140003918744,0.00222433196876011,0.0000740166915957603,0.0132342001175623,0.00000240465754181312,0.0000000614638644616095,0.0000144580083716212
"Malic Acid",0.0193731209031399,0.0049848061863448,0.0698932655905186,0.0774924836125597,0.0199392247453792,0.279573062362075,0.000075857340866261,0.0000145744693253996,0.000288422302300272
"Lysine",0.0586917667515711,0.023898638709553,0.136466953133279,0.352150600509427,0.143391832257318,0.818801718799674,0.000384562210361749,0.0000930543683132533,0.00105413647842725
"Leucine",0.376204098502235,0.131528174937673,0.765846488925068,2.25722459101341,0.789169049626038,4.59507893355041,0.00228702303965935,0.000377439520549485,0.0038366803146298
"L-Pyroglutamic acid",0.0558825329692553,0.00723697973143061,0.279481982804308,0.279412664846277,0.036184898657153,1.39740991402154,0.000237043451682489,0.0000603183844775863,0.00100451694583917
"Ketoglutaric Acid",0.00472519137212707,0.000273605029451844,0.0212058779359693,0.0236259568606353,0.00136802514725922,0.106029389679846,0.0000229475926124829,0.00000138221583154226,0.000100144970840469
"Isethionic Acid",0.0491440065055334,0.00595774990493566,9.78068702594307,0.0982880130110667,0.0119154998098713,19.5613740518861,0.0000800869377056838,0.0000217451183691407,0.016243871719833
"Inosine",0.00679668499340724,0.000551682779920529,0.064502790362936,0.0679668499340724,0.00551682779920529,0.64502790362936,0.000065176933368641,0.0000084559169797291,0.000658326328702447
"Imidazoleacrylic Acid",0.0016866523891195,0.000506954502939989,0.0337262902749666,0.010119914334717,0.00304172701763993,0.202357741649799,0.0000099569083583334,0.00000406354514680436,0.000198368414605687
"Hypoxanthine",2.77701271325091,0.553369680177845,18.6246773173828,13.8850635662545,2.76684840088922,93.1233865869142,0.0172573799509586,0.00151532340310485,0.0908323784116239
"Hypotaurine",0.0122898015462486,0.000336292494788152,0.142843280631592,0.0245796030924973,0.000672584989576303,0.285686561263184,0.0000220378351191914,0.00000049150560776715,0.000221207207184757
"Hydroxylysine",0.000833491409562956,0.000112455405890093,0.0209742185591765,0.00500094845737774,0.00067473243534056,0.125845311355059,0.0000050130584781676,0.000000488196071051573,0.0000710641581452939
"Hydroxyectoine",0.000204663083526746,0.0000508131240033326,0.00193172093194899,0.00122797850116048,0.000304878744019996,0.011590325591694,0.00000130057764555119,0.000000311164374627469,0.0000113277186242121
"Hordenine",0.0000621360323337305,0.0000307015641650012,0.000230855009279928,0.000621360323337305,0.000307015641650012,0.00230855009279928,0.000000596773567433976,0.000000120109379842914,0.0000040077035883677
"Homarine",0.759795690502732,0.0754950390568081,5.82422113552447,5.31856983351912,0.528465273397657,40.7695479486713,0.00449091504265189,0.00159578387121128,0.0378883565632223
"Histidine",0.00980141849850059,0.0037534931211171,0.0217365295783211,0.0588085109910036,0.0225209587267026,0.130419177469927,0.0000596732724295302,0.0000152555900430076,0.000163925995535562
"Guanosine",0.00232049306348621,0.000151759499146332,0.0131330586221578,0.0232049306348621,0.00151759499146332,0.131330586221578,0.0000196595657494403,0.00000374186510395457,0.000109496993326912
"Guanine",0.525784756162125,0.0778986090480738,1.68367208889058,2.62892378081062,0.389493045240369,8.41836044445291,0.00250494194260687,0.000602398559957755,0.00765915010220805
"Gonyol",0.460132337330409,0.0191618036032902,2.57858783104844,3.22092636131286,0.134132625223031,18.0501148173391,0.0024985473919132,0.000423260261880053,0.0192214144489047
"GMP",0.0133508991242413,0.00374947999466331,0.0484712578816041,0.133508991242413,0.0374947999466331,0.484712578816041,0.0000919017998650008,0.0000355635960920193,0.00038294249987376
"Glycine",0.290118979500923,0.030400233964982,1.35778656570404,0.580237959001846,0.060800467929964,2.71557313140808,0.000506801960811724,0.000157487294181089,0.00412232441517717
"Glycerophosphocholine",0.0213450811957345,0.00172439602186722,0.102576815629277,0.170760649565876,0.0137951681749377,0.82061452503422,0.000117682840875953,0.0000395181111715747,0.000589892191351615
"glycerol 3 phosphate",0.00196212324511139,0.000373323440943441,0.0516930299479131,0.00588636973533417,0.00111997032283032,0.155079089843739,0.00000531184077967022,0.000000806783959256954,0.000111477364036327
"Glutathione Disulfide",0.00206883317282252,0.000254819563340965,0.00658401823356992,0.0413766634564504,0.00509639126681931,0.131680364671398,0.0000299664169577026,0.00000553003287756002,0.000123005889337466
"Glutamine",0.0810711343697231,0.00990204626019318,0.23639439896298,0.405355671848616,0.0495102313009659,1.1819719948149,0.000319252689541539,0.0000724731841712512,0.00112332371634179
"Glutamic acid",0.510343314833095,0.109732231009378,1.25718446065782,2.55171657416548,0.54866115504689,6.2859223032891,0.00249928850628462,0.000635275355309511,0.0045185849982348
"Glucosylglycerol",0.0187195155202529,0.000499902536066859,0.178356601914112,0.168475639682276,0.00449912282460173,1.60520941722701,0.000104336786306992,0.00000314597300514043,0.0016383037330566
"Glucosamine",0.000221843074743725,0.0000415234315934959,0.00587213681056811,0.00133105844846235,0.000249140589560976,0.0352328208634086,0.00000130708364660311,0.000000136447145388867,0.0000298736665118459
"Gluconic Acid",0.000462044658208867,0.0000624338567193904,0.0131679902616757,0.0027722679492532,0.000374603140316342,0.0790079415700543,0.00000249887791049164,0.000000265894078291862,0.0000774503608447735
"Fumaric Acid",0.0320459709922612,0.00583529329364833,0.265835718756337,0.128183883969045,0.0233411731745933,1.06334287502535,0.000135401044812263,0.0000140135725306847,0.000853714620011742
"Ectoine",0.00703898971051107,0.00228013437931506,0.025910300153799,0.0422339382630664,0.0136808062758904,0.155461800922794,0.0000473712046999738,0.0000092412771256697,0.00019938730766772
"DMSP",0.149162721136263,0.0269293463061051,0.688275465046503,0.745813605681317,0.134646731530526,3.44137732523252,0.000742239983599364,0.000154032566279531,0.00266923952444737
"Dimethylsulfonioacetate (DMS-Ac)",0.043632106586728,0.000992596517575104,0.156560867920594,0.174528426346912,0.00397038607030042,0.626243471682376,0.000124530747350356,0.00000608560865227106,0.000551570305762787
"DHPS",0.0255104301479229,0.000355920343398331,0.432974426339733,0.0765312904437686,0.00106776103019499,1.2989232790192,0.000062873606045585,0.00000336935784649094,0.000933720615567107
"Deoxyadenosine",0.00123578661910484,0.0000977242682968415,0.00601014456713092,0.0123578661910484,0.000977242682968415,0.0601014456713092,0.0000131770476654138,0.0000029670469861721,0.0000571192715268878
"Cytosine",0.0200027281556704,0.00320906846467066,0.0422188633576053,0.0800109126226817,0.0128362738586826,0.168875453430421,0.0000814612974570791,0.0000131009170239889,0.000180468161008483
"Cytidine",0.00435515700978092,0.000460527974552171,0.00995222876195653,0.0391964130880283,0.00414475177096954,0.0895700588576088,0.0000341518695095013,0.00000635286765375426,0.0000779489816361218
"Cystine",0.00456176285614004,0.000149650732780698,0.029764437440454,0.0273705771368403,0.000897904396684187,0.178586624642724,0.000028524764117238,0.000000239180215472862,0.000308003665545901
"Cysteic Acid",0.000779557561687964,0.000452028949904181,0.00449647404680553,0.00233867268506389,0.00135608684971254,0.0134894221404166,0.00000214904489965611,0.000000410533494419576,0.0000117748948465059
"Cystathionine",0.000544269922245229,0.00010301831609225,0.00568001198459589,0.0038098894557166,0.000721128212645753,0.0397600838921712,0.00000319020438127888,0.000000253629538263303,0.0000331500053862032
"Cys-Gly oxidized",0.000611061739254193,0.00011327737957362,0.003489699996051,0.00611061739254193,0.0011327737957362,0.03489699996051,0.0000062652181908326,0.000000898817233760485,0.0000767501483643996
"Creatine",0.0116652258644964,0.00261661859818367,0.743705792198032,0.0466609034579855,0.0104664743927347,2.97482316879213,0.0000563785463041891,0.00000695282400031913,0.00303615456669487
"Citrulline",0.00477876161198316,0.00041732652223485,0.0186647496800434,0.028672569671899,0.0025039591334091,0.11198849808026,0.0000230943754751925,0.00000542047041619079,0.00011257492796617
"Citric Acid",0.00390026795062878,0.000334175488021864,0.0912481281442021,0.0234016077037727,0.00200505292813119,0.547488768865213,0.0000222100881449626,0.000000534098054487626,0.000511422816033312
"Choline",0.0457280725513708,0.00766600450406983,0.38667205750312,0.228640362756854,0.0383300225203491,1.9333602875156,0.000230943667434637,0.0000469384812659994,0.0013897805874533
"Chitobiose",0.0000964734325264522,0.0000592436431581827,0.00184659586282596,0.00154357492042324,0.000947898290530923,0.0295455338052154,0.00000167430256288112,0.000000254556767102683,0.0000281894679995381
"Carnitine",0.0100845591252785,0.00182308175065341,0.0249283556306343,0.0705919138769493,0.0127615722545739,0.17449848941444,0.0000649426834317833,0.000012966399875886,0.000156470126016193
"Butyryl-L-carnitine",0.0000316506370444366,0.00000304956989484445,0.0000834018567506142,0.000348157007488803,0.0000335452688432889,0.000917420424256756,0.000000291647939750144,0.000000072508682160192,0.00000144123598693629
"Betaine",0.896254026142425,0.317287453026813,2.32049489014194,4.48127013071212,1.58643726513407,11.6024744507097,0.00493211957029355,0.0009232437551874,0.00941367322838216
"Aspartic acid",0.0859357748180262,0.00501339817653123,0.250089300963764,0.343743099272105,0.0200535927061249,1.00035720385506,0.000264923029450869,0.0000632798238781727,0.000830702079022184
"Asparagine",0.0278620354948525,0.00946183735316056,0.0783468864924955,0.11144814197941,0.0378473494126422,0.313387545969982,0.00010859550998622,0.000025679596524352,0.000262265505130827
"Arsenobetaine",0.00945009573577515,0.00118130894787133,0.0268428848074321,0.0472504786788757,0.00590654473935667,0.13421442403716,0.0000333201717072367,0.00000553687836849688,0.000218865852121235
"Arginine",0.0371477699457263,0.00701158412587682,0.193372737107143,0.222886619674358,0.0420695047552609,1.16023642264286,0.000204713148512783,0.0000665435157152816,0.000895338928890188
"AMP",0.0184043524402676,0.00012766421153704,0.190780373948314,0.184043524402676,0.0012766421153704,1.90780373948314,0.000139256821601931,0.00000314775853150193,0.0016666800512514
"Aminobutyric Acid",0.0349137716369438,0.012341112663875,0.0607821214659888,0.139655086547775,0.0493644506555001,0.243128485863955,0.000133542957048223,0.0000363309079169716,0.000422412632687014
"Amino Propanesulfonic Acid",0.0271669747162374,0.00534085949616988,0.290697754571118,0.0815009241487121,0.0160225784885096,0.872093263713354,0.0000808186047332795,0.00000814404492129103,0.000728423760385083
"Allopurinol",0.000455643605908669,0.0000125115410378913,0.00169300161619195,0.00227821802954334,0.0000625577051894565,0.00846500808095975,0.00000253501951927858,0.00000015371108743736,0.0000111612573944259
"Alanine",0.144324648130116,0.033829088249314,1.06915122060912,0.432973944390348,0.101487264747942,3.20745366182735,0.000400542063185006,0.000110319127543822,0.00265872039242816
"Adenosyl Methionine",0.000500301534260224,0.000022805606255011,0.0098028263114614,0.00750452301390336,0.000342084093825165,0.147042394671921,0.00000653606816982272,0.000000454886998211847,0.000121554441302542
"Adenosyl Homocysteine",0.00147293711190424,0.00015613348760092,0.0160943378907329,0.0206211195666594,0.00218586882641287,0.225320730470261,0.0000207742330448542,0.00000178771514649085,0.000266898760962916
"Adenosine",0.0135855605807098,0.00159876642202872,0.0429691124169508,0.135855605807098,0.0159876642202872,0.429691124169508,0.000128469669184657,0.0000245050899297615,0.00044626214539144
"Adenine",0.0197992405099629,0.00368128051231779,0.0377764666219104,0.0989962025498144,0.018406402561589,0.188882333109552,0.000092291507077684,0.0000217714521272863,0.000175973736081437
"Aconitic Acid",0.000102894798832555,0.0000361633712302396,0.000990777538178397,0.000617368792995331,0.000216980227381438,0.00594466522907038,0.000000615691045836895,0.000000150808621563906,0.00000567182002354839
"Acetyl-L-carnitine",0.00219082251006738,0.00065967124339646,0.00932435646783738,0.0197174025906064,0.00593704119056814,0.0839192082105364,0.0000179391874538504,0.00000429062285389957,0.000141128850672979
"6-Methyladenine",13.0547120916367,1.49752060899009,38.9333666324757,78.3282725498203,8.98512365394052,233.600199794854,0.0743191061606032,0.014567546113304,0.342945781869621
"5-Methylcytosine",1.3926243183451,0.638400522314326,11.6448667365092,6.96312159172549,3.19200261157163,58.224333682546,0.00761839522990212,0.00174349216318485,0.0483498043032839
"4-Hydroxyisoleucine",0.937513164709499,0.171901438394504,8.35282038740955,5.62507898825699,1.03140863036702,50.1169223244573,0.00542401916296135,0.00103306584575443,0.0388055509894133
"(3-Carboxypropyl)trimethylammonium (TMAB)",13.4374942077566,2.42425090355393,34.0197101147994,94.0624594542963,16.9697563248775,238.137970803596,0.0938171915686648,0.0159532409089277,0.188138607991445
